username;country;dateOfBirth;workclass;education;maritalStatus;sex;hours;savings;salary;mortgage;others
pharringch;Germany;08/09/1999;Self Employed;Doctorate;Married; Female;24;1380;1025;false;iPhone, Others
lgeorgiadesci;Germany;14/01/1962;Private;Doctorate;Married; Male;19;2869;2010;true;Samsung, Seat
dapedailecj;Hungary;22/10/1992;Self Employed;High School;Married; Male;35;1897;1123;false;Others, Others
cgreenhouseck;Poland;26/04/1969;Self Employed;Masters;Married; Male;19,5;2398;2294;true;iPhone, Seat
gnorthfieldcl;Belgium;30/12/1996;Self Employed;Bachelors;Separated; Male;34;1794;1038;false;Others, Volkswagen
earnholzcm;Belgium;22/10/1963;Public;Bachelors;Married; Male;36;2965;2169;true;Others, Volkswagen
dwinningcn;Germany;07/01/1989;Self Employed;High School;Separated; Female;18,5;2098;2597;true;Iphone, Non
boxtabyco;Slovenia;27/06/1972;Public;High School;Never Married; Male;16;2397;1704;false;Others, Others
liglesiascp;France;24/06/1985;Public;Doctorate;Married; Female;33;2906;1899;true;iPhone, BMW
ceslercq;Spain;21/10/1971;Private;High School;Married; Female;22;2668;1989;false;Samsung, Audi
mseagoodcr;Netherlands;17/07/1976;Unknown;Bachelors;Married; Male;19,5;2208;2610;false;Samsung, Audi
mscardafieldcs;Spain;19/02/1988;Self Employed;High School;Married; Male;40;2590;2911;false;Others, Others
ncovottict;Italy;21/04/1965;Public;Bachelors;Married; Male;22;2529;2843;false;iPhone, Volkswagen
wclaringboldcu;Slovenia;21/08/1994;Unknown;High School;Married; Female;34,5;1895;1506;false;iPhone, Audi
nturpeycv;Ireland;27/12/1994;Public;Doctorate;Married; Male;37,5;1237;1681;false;iPhone, Non
eohenecancw;Spain;01/04/1965;Self Employed;Bachelors;Married; Male;31;2347;1713;false;Iphone, Audi
beisakcx;Belgium;14/06/1994;Unknown;High School;Married; Male;39,5;1946;909;true;iPhone, Others
dmalyancy;Poland;16/03/1994;Self Employed;Bachelors;Married; Female;27;1921;1545;false;Iphone, Others
rlishmundcz;Germany;31/08/1992;Unknown;Bachelors;Married; Male;13,5;1949;1401;true;iPhone, Ford
gadamowiczd0;Italy;29/03/1989;Private;Bachelors;Divorced; Male;17;3025;2299;false;Others, Non
htroyesd1;Portugal;17/02/1988;Self Employed;Masters;Never Married; Male;34;2079;1504;true;iPhone, Honda
rsutherleyd2;Germany;02/10/1983;Public;High School;Married; Male;35;2686;3009;true;iPhone, Others
dstammersd3;Netherlands;10/04/1979;Unknown;High School;Married; Female;37;2522;1963;false;Samsung, Others
jmccuishd4;Germany;14/02/1997;Private;Bachelors;Married; Male;14,5;1633;1468;true;Iphone, Seat
ehallumsd5;Italy;15/02/1979;Public;Doctorate;Separated; Male;23,5;2425;2214;false;Samsung, Others
kswainsburyd6;Italy;18/12/1986;Self Employed;Doctorate;Never Married; Male;38,5;2748;2641;true;iPhone, Others
eharnessd7;Germany;28/08/1973;Unknown;High School;Married; Male;10;2886;3327;true;iPhone, Others
jaxtond8;Germany;28/04/1992;Public;Bachelors;Separated; Male;25,5;1405;1581;true;iPhone, Non
bmcneild9;Romania;06/08/1965;Self Employed;Bachelors;Married; Female;34,5;2287;1945;false;Others, Others
nburgotda;Ireland;06/03/1963;Public;Bachelors;Separated; Male;18,5;3021;1532;true;iPhone, Honda
oswinfondb;Hungary;08/08/1991;Public;High School;Married; Male;13,5;2897;1947;true;Samsung, Audi
taistropdc;France;04/05/1992;Self Employed;Doctorate;Married; Female;18;1814;1262;true;iPhone, Audi
adickensdd;Italy;06/01/1985;Private;Bachelors;Married; Female;24,5;2131;2453;false;Samsung, Seat
mshoulerde;Denmark;06/08/1996;Self Employed;Bachelors;Married; Male;21;1822;948;false;Others, Volkswagen
fregenhardtdf;Germany;25/03/1998;Unknown;Doctorate;Never Married; Male;22;1731;1621;false;iPhone, Others
tshildrakedg;Germany;26/11/1981;Unknown;High School;Married; Male;32;2122;2159;false;iPhone, BMW
bellwooddh;Germany;19/02/1971;Unknown;High School;Never Married; Male;16,5;2380;3270;true;iPhone, Honda
calawaydi;Italy;16/10/1994;Self Employed;Bachelors;Married; Male;33,5;935;954;false;Samsung, Others
oshottondj;Netherlands;06/05/1992;Self Employed;Bachelors;Married; Female;19,5;1857;1654;false;iPhone, Volkswagen
mbuntendk;Czech Republic;05/11/1980;Public;High School;Divorced; Female;21;2431;2247;false;iPhone, BMW
tbittendl;France;12/02/1982;Unknown;Masters;Never Married; Male;29;2561;2179;true;iPhone, Audi
rsaycedm;Germany;24/05/1969;Private;Masters;Separated; Female;10,5;2710;3239;true;Samsung, Non
pwisbeydn;France;17/05/1994;Unknown;Masters;Divorced; Male;4,5;1362;1690;true;iPhone, Non
cfantido;Poland;19/05/1997;Public;Bachelors;Divorced; Male;23;855;1584;true;Samsung, Honda
ageraghtydp;Bulgaria;29/04/1994;Public;High School;Separated; Male;21;1269;1635;false;Samsung, Audi
lquaredq;Spain;30/07/1993;Self Employed;Bachelors;Married; Male;26;1697;1511;true;Iphone, Non
dhemmsdr;Germany;09/02/1974;Private;High School;Married; Female;4,5;2636;1713;false;iPhone, Others
rolyffds;France;07/01/1971;Public;High School;Married; Male;18,5;2666;2635;false;Iphone, Volkswagen
bwingatedt;Latvia;31/05/1962;Public;Bachelors;Divorced; Male;23,5;2773;2780;false;Iphone, Ford
cpoagdu;Finland;26/03/1977;Private;High School;Separated; Male;6,5;2741;3006;true;iPhone, Non
hgiraudotdv;Italy;19/03/1969;Private;Bachelors;Divorced; Female;35,5;2575;1944;false;iPhone, Non
acleftdw;Spain;04/12/1965;Public;Doctorate;Never Married; Female;32,5;2844;2460;false;iPhone, Others
vmounceydx;Czech Republic;08/09/1995;Self Employed;Bachelors;Never Married; Male;36;1545;935;true;iPhone, Audi
aglasdy;Italy;05/08/1962;Public;Bachelors;Married; Male;37;2951;3455;false;Samsung, Others
ckilgallendz;Belgium;13/06/1993;Self Employed;Bachelors;Separated; Male;26,5;1126;1350;false;Samsung, Others
iarchiboulde0;Czech Republic;23/07/1980;Public;High School;Married; Male;20,5;2272;2108;true;iPhone, Others
alintotte1;Poland;03/04/1991;Self Employed;Doctorate;Separated; Male;16,5;2305;2989;false;iPhone, Volkswagen
mstartene2;France;30/10/1971;Private;Bachelors;Separated; Male;22,5;2723;2931;true;iPhone, Ford
mdockete3;France;30/01/1989;Unknown;Doctorate;Separated; Female;27,5;2387;3451;true;Samsung, Volkswagen
jjannexe4;Latvia;09/06/1995;Public;Bachelors;Married; Male;25;950;1484;true;Samsung, Others
emulqueenye5;Croatia;24/09/1997;Self Employed;High School;Married; Female;40;1174;1357;false;Others, Others
mmcgerraghtye6;Germany;19/10/1970;Self Employed;Bachelors;Married; Male;28,5;2036;2370;false;Samsung, Others
tbraywoode7;Netherlands;19/05/1960;Unknown;High School;Married; Male;38;2173;2799;true;Samsung, Honda
nbreame8;Belgium;23/07/1981;Self Employed;Bachelors;Separated; Female;18,5;2342;2328;false;Samsung, Honda
hpizziee9;Bulgaria;12/09/1981;Self Employed;Doctorate;Married; Male;31;2208;3012;true;Samsung, Others
dvogellerea;Poland;04/04/1977;Unknown;Bachelors;Married; Male;19,5;2964;2905;true;Samsung, Others
pginieeb;Germany;08/10/1984;Private;Masters;Married; Male;35,5;2914;2828;false;iPhone, Seat
ethairsec;Finland;04/06/1978;Private;Bachelors;Married; Male;20;2414;1851;true;Iphone, Ford
ascalloned;Germany;25/08/1960;Public;Bachelors;Married; Female;28;2960;1546;true;iPhone, Honda
jfoulghamee;Romania;23/01/1999;Self Employed;Bachelors;Divorced; Male;7,5;821;1295;true;iPhone, Audi
kstrowgeref;Hungary;31/03/1983;Unknown;Doctorate;Never Married; Male;34;2266;2266;true;Samsung, Others
zcolvieeg;Germany;20/01/1983;Public;Bachelors;Married; Male;39;2670;1563;false;Others, Others
hcregganeh;Estonia;29/06/1960;Unknown;Bachelors;Never Married; Male;25,5;2261;3232;true;iPhone, Ford
fjeffei;Germany;13/06/1990;Private;Masters;Never Married; Male;26,5;2022;1436;true;Others, Seat
bcummungsej;Germany;31/10/1993;Self Employed;Bachelors;Divorced; Female;22;1906;1507;false;iPhone, Others
rbrailsfordek;Spain;24/01/1980;Unknown;Bachelors;Married; Male;13,5;2250;3487;false;Others, Ford
fprenel;Luxembourg;27/05/1988;Self Employed;Bachelors;Married; Female;32;2892;2535;false;Samsung, Honda
mmckeachieem;Spain;10/05/1972;Private;Bachelors;Married; Female;30,5;2576;1524;false;iPhone, Others
deaden;Italy;20/01/1975;Private;Bachelors;Married; Female;30,5;2769;3396;false;Iphone, Volkswagen
mraspeleo;Romania;09/09/1982;Public;High School;Separated; Female;33,5;2627;3055;true;Samsung, BMW
dcrathorneep;Poland;05/11/1993;Public;High School;Never Married; Male;34;1812;1025;false;Iphone, Others
mgagineq;Luxembourg;30/12/1983;Self Employed;Bachelors;Divorced; Male;32,5;2480;1624;true;Others, Others
wpithieer;France;25/06/1982;Private;High School;Married; Female;32;2057;2384;true;iPhone, Others
dmckunees;Netherlands;18/10/1976;Self Employed;High School;Married; Male;30;2375;2729;false;Samsung, Non
kkaruset;Malta;16/11/1987;Public;Doctorate;Married; Male;34;2510;3189;true;iPhone, Audi
shoonahaneu;Hungary;20/01/1995;Public;High School;Divorced; Female;27;1081;1648;false;iPhone, Non
asheaberev;Netherlands;09/09/1986;Public;Masters;Married; Male;16,5;3032;2273;false;Samsung, Volkswagen
rarchellew;Italy;10/06/1982;Public;High School;Never Married; Male;32;2540;2937;true;iPhone, Others
ccorroyerex;Netherlands;03/02/1960;Public;Bachelors;Separated; Female;19;2117;3156;true;iPhone, Non
amillyardey;Lithuania;20/11/1963;Unknown;Doctorate;Married; Male;39;2848;2270;true;Others, Volkswagen
agouninez;Spain;30/07/1971;Private;Bachelors;Divorced; Male;22,5;2376;2230;true;iPhone, BMW
adyblef0;Poland;11/07/1998;Self Employed;Bachelors;Married; Female;30;806;915;true;Samsung, Non
asyphasf1;France;05/02/1973;Public;Bachelors;Married; Male;36;2791;2198;false;iPhone, Honda
gplettsf2;France;04/08/1962;Self Employed;Bachelors;Married; Female;20,5;2504;2491;false;iPhone, Others
nscholtzf3;Poland;29/09/1987;Self Employed;High School;Married; Male;6;2308;3288;false;iPhone, Ford
kwhyardf4;Romania;01/11/1979;Self Employed;High School;Married; Male;27;2195;3266;false;iPhone, Non
rebbsf5;France;18/11/1995;Self Employed;Bachelors;Divorced; Male;37,5;1609;1404;true;Samsung, Ford
hweddellf6;Germany;16/01/1973;Public;High School;Separated; Male;38;2561;3120;true;iPhone, Non
gdyneleyf7;Germany;07/03/1992;Unknown;Doctorate;Married; Female;34;806;1197;false;Samsung, Others
emaevelaf8;Spain;14/05/1993;Unknown;Bachelors;Married; Female;39,5;1538;1070;false;iPhone, BMW
trumblef9;France;18/05/1963;Public;Bachelors;Never Married; Male;37;2473;2478;false;iPhone, BMW
acolatonfa;France;16/04/1989;Public;Bachelors;Married; Female;29,5;2933;2392;false;iPhone, Others
ldaldanfb;Spain;27/03/1994;Self Employed;Bachelors;Married; Male;21;1416;1569;false;Iphone, Honda
blidgardfc;Germany;27/06/1994;Self Employed;Doctorate;Married; Male;36;1973;1012;true;Iphone, Others
bkellowayfd;Greece;03/09/1991;Public;Bachelors;Married; Female;13,5;2707;3382;false;Iphone, Others
tmachostefe;Belgium;28/12/1999;Private;Bachelors;Married; Male;21;908;1139;true;iPhone, Others
rgriswoodff;Germany;03/04/1992;Public;High School;Married; Male;10,5;1213;1336;false;Samsung, Volkswagen
spettersfg;Bulgaria;13/09/1997;Private;Bachelors;Married; Female;38;1902;1118;false;Others, Seat
lfontelfh;Germany;19/07/1991;Self Employed;Bachelors;Married; Female;36,5;2599;2300;false;iPhone, Seat
cbroadleyfi;Sweden;26/03/1981;Public;Doctorate;Married; Female;30,5;5244;1993;true;Samsung, Others
pflutefj;Italy;04/02/1980;Unknown;Bachelors;Married; Female;17;2740;2419;false;Others, Others
vgaisfordfk;France;10/12/1987;Unknown;Bachelors;Never Married; Female;40;2971;2416;true;iPhone, Others
qyukhnevfl;Belgium;11/03/1961;Public;Bachelors;Married; Male;34;2780;1783;true;iPhone, Others
hwasielafm;France;02/09/1987;Public;Bachelors;Divorced; Male;38;2269;1930;true;iPhone, Volkswagen
flaweyfn;Germany;17/10/1962;Self Employed;Masters;Divorced; Male;16,5;2737;2327;true;iPhone, Non
rmaccaigfo;Spain;20/10/1998;Private;Bachelors;Married; Male;33;1567;1214;true;Iphone, Others
lchoppenfp;Austria;09/08/1988;Unknown;Masters;Married; Male;5,5;2495;2958;false;iPhone, Non
ebrandsmafq;Poland;18/10/1985;Unknown;Bachelors;Divorced; Male;17;3034;3222;false;Others, Volkswagen
mpaunsfordfr;Spain;12/07/1983;Public;Doctorate;Divorced; Male;15,5;2318;3121;true;Iphone, Honda
trigtsfs;Germany;23/04/1960;Private;Bachelors;Never Married; Male;25;2708;3199;false;Iphone, Honda
bnewsonft;Greece;15/10/1982;Unknown;Bachelors;Never Married; Male;4,5;2243;3432;true;Samsung, Non
kbavridgefu;France;08/03/1993;Self Employed;High School;Separated; Female;31;1779;1135;true;iPhone, Ford
fmetrickfv;Italy;05/03/1977;Private;Bachelors;Never Married; Male;18,5;2316;3045;true;iPhone, Others
hibanfw;Italy;26/04/1973;Unknown;High School;Married; Female;20,5;2449;1851;true;iPhone, Non
geytelfx;Lithuania;21/09/1989;Unknown;High School;Married; Female;17;3040;1594;true;Samsung, Non
amaccolmfy;Germany;26/10/1993;Self Employed;High School;Married; Male;22,5;1363;1438;true;iPhone, Non
sdabbesfz;Greece;23/01/1982;Public;High School;Married; Female;16,5;2173;2368;false;Samsung, Others
dcurthoysg0;Estonia;12/12/1965;Unknown;High School;Married; Female;23;2936;2179;false;iPhone, Non
pmcfaterg1;Italy;07/01/1963;Private;Doctorate;Married; Male;17;2967;1839;false;iPhone, Volkswagen
mortag2;Poland;27/11/1965;Unknown;Masters;Married; Male;22,5;3015;2040;true;iPhone, BMW
eantognellig3;Romania;27/07/1970;Public;Doctorate;Separated; Female;32,5;3043;1656;true;Iphone, Audi
ssisseg4;France;26/02/1984;Public;Bachelors;Married; Male;23,5;2588;2145;false;iPhone, BMW
rhallihang5;Spain;12/08/1983;Private;Bachelors;Married; Female;37;2871;3367;false;iPhone, Volkswagen
wwillwoodg6;Italy;14/08/1988;Private;Bachelors;Married; Male;17,5;2619;1494;false;iPhone, Others
tgrimstong7;Germany;27/02/1983;Unknown;Bachelors;Married; Female;30,5;2406;2158;false;iPhone, Audi
ggiovannellig8;France;20/08/1981;Unknown;Masters;Married; Male;27,5;2540;2021;true;Iphone, Others
mfairallg9;Malta;12/10/1998;Public;Masters;Married; Female;36,5;1609;1046;false;Iphone, Non
abrandsga;Lithuania;09/02/1988;Public;Bachelors;Separated; Female;23;2539;2049;true;Samsung, Others
xrenalsgb;Italy;16/06/1978;Public;Bachelors;Married; Male;38,5;2661;1586;false;Samsung, Honda
csandifordgc;Spain;14/02/1965;Self Employed;Bachelors;Separated; Female;17;2950;1535;false;Samsung, Volkswagen
cdivillgd;Denmark;01/02/1994;Public;High School;Never Married; Male;34,5;1627;1395;false;iPhone, Volkswagen
tdenziloege;Malta;12/10/1984;Private;Doctorate;Divorced; Male;23,5;2345;2450;false;Others, Audi
gdeathridgegf;Italy;12/02/1996;Private;Masters;Never Married; Female;29;1941;1470;false;iPhone, Audi
jklaussengg;Croatia;07/12/1988;Unknown;Masters;Divorced; Male;8;2568;1682;false;iPhone, Honda
tdeetlefsgh;France;07/06/1996;Public;Masters;Separated; Male;33,5;1892;918;false;Iphone, Non
acapeygi;Spain;19/06/1969;Private;Masters;Divorced; Female;24;2490;3148;true;Samsung, Others
rflowithgj;Germany;05/01/1970;Private;High School;Divorced; Female;23,5;2592;2326;true;iPhone, Non
rswyergk;Latvia;02/06/1962;Self Employed;Bachelors;Married; Male;24,5;2590;2365;false;Iphone, Non
wtorricinagl;Portugal;01/06/1994;Private;Masters;Married; Female;20;1483;1485;true;Samsung, Others
rmaclisegm;Finland;19/12/1989;Unknown;Doctorate;Married; Male;23;2306;1461;false;iPhone, Others
abernetgn;Italy;07/05/1964;Self Employed;Doctorate;Married; Male;31;2046;2036;false;iPhone, Honda
atorbettgo;Spain;20/04/1992;Private;Masters;Married; Male;35;1844;1214;false;Others, Honda
apoffgp;Italy;03/03/1988;Self Employed;Bachelors;Separated; Male;23;2517;3194;true;Samsung, Audi
ophilipssongq;Poland;25/08/1965;Unknown;Bachelors;Never Married; Male;23,5;2712;2048;true;Samsung, Audi
lfulepgr;Poland;02/08/1982;Public;Doctorate;Married; Male;31,5;2268;3302;true;iPhone, Honda
rsweetsurgs;Germany;01/03/1984;Self Employed;High School;Married; Male;19,5;2881;2669;false;Others, Ford
gjindrichgt;France;26/09/1960;Private;Doctorate;Married; Female;18;2974;1582;true;iPhone, Honda
dlangeleygu;Hungary;06/04/1984;Private;Bachelors;Separated; Male;18;2377;2071;false;iPhone, Non
mdrackfordgv;France;17/01/1971;Public;High School;Married; Male;25,5;2322;1653;true;Samsung, Ford
efaslergw;Cyprus;13/12/1961;Self Employed;Bachelors;Married; Female;30;2677;3208;false;iPhone, Ford
faulettagx;Austria;01/12/1993;Private;Doctorate;Married; Female;29;1002;1290;true;Others, Others
lsteeregy;Germany;16/01/1985;Private;Bachelors;Never Married; Male;38;2343;1946;false;iPhone, Others
oarstallgz;Italy;26/08/1990;Public;Bachelors;Married; Male;30,5;2853;3443;true;Samsung, Others
cfawkeh0;Poland;05/05/1983;Public;Bachelors;Separated; Male;34,5;2704;1756;false;Samsung, Ford
ddewitth1;Poland;23/09/1965;Self Employed;Doctorate;Married; Female;32;2595;2786;true;iPhone, Seat
cdebrokeh2;Spain;27/07/1963;Self Employed;Bachelors;Married; Female;16;2454;2560;false;Others, Audi
mpollerh3;Italy;29/03/1992;Self Employed;High School;Married; Male;37,5;1365;1563;false;iPhone, Others
nradnageh4;Poland;23/11/1985;Self Employed;Doctorate;Never Married; Male;27;2459;1811;true;Iphone, BMW
idykash5;Germany;11/10/1990;Self Employed;Bachelors;Separated; Male;26;2386;1978;false;Samsung, Others
ggillimghamh6;Italy;27/01/1986;Private;Bachelors;Married; Female;21,5;2259;2150;false;Iphone, Volkswagen
aannwylh7;Ireland;11/10/1981;Self Employed;High School;Separated; Male;28,5;2039;2389;true;iPhone, Volkswagen
cogleyh8;Germany;17/10/1960;Public;Bachelors;Married; Male;32;2834;1773;false;Samsung, Others
etwydellh9;Italy;16/04/1990;Unknown;Bachelors;Married; Male;34;2101;2435;false;Others, Others
kmatusevichha;Malta;21/04/1984;Public;Masters;Married; Female;24;2469;3295;false;Iphone, Others
psandyshb;Slovakia;14/07/1982;Self Employed;Masters;Never Married; Female;22;2881;2242;true;iPhone, Honda
tleonhc;Germany;30/12/1999;Self Employed;High School;Never Married; Male;5,5;801;926;true;Samsung, Seat
hbizleyhd;Germany;21/06/1984;Self Employed;Bachelors;Married; Male;34,5;2592;2312;true;iPhone, Honda
blowndeshe;Cyprus;26/10/1960;Self Employed;Bachelors;Divorced; Male;25;2068;3041;false;Samsung, BMW
cclementehf;France;24/12/1962;Private;Masters;Divorced; Female;26,5;2375;3010;false;iPhone, Audi
fbridglandhg;Slovenia;21/06/1961;Public;Bachelors;Married; Male;26;2667;3338;false;iPhone, Honda
bbendahh;Germany;20/09/1996;Unknown;Bachelors;Married; Male;36;958;1630;true;iPhone, Seat
eburdfieldhi;Spain;01/09/1980;Public;High School;Married; Male;23,5;2095;2103;true;Samsung, Ford
trollinshj;Germany;01/03/1989;Unknown;Doctorate;Married; Female;21;3016;3408;false;iPhone, Others
cpatifieldhk;Spain;30/05/1980;Self Employed;Masters;Married; Female;22,5;2791;2705;false;iPhone, Non
cwissbeyhl;Austria;04/03/1983;Self Employed;Bachelors;Divorced; Female;28;2905;1769;false;Samsung, Non
bcutsforthhm;Germany;24/12/1985;Unknown;Bachelors;Married; Male;19,5;2993;3283;true;iPhone, Others
tdufourehn;Spain;02/09/1968;Self Employed;Doctorate;Married; Male;20,5;2497;2858;true;iPhone, Seat
agoschalkho;Germany;04/07/1986;Self Employed;Bachelors;Married; Female;22,5;2810;2560;false;Others, Others
msavagehp;Romania;12/10/1990;Public;High School;Never Married; Male;29;2182;2461;false;iPhone, Ford
jgatlinhq;France;28/09/1979;Self Employed;Bachelors;Married; Male;31,5;2818;1828;true;iPhone, Ford
eclausenthuehr;Germany;16/06/1995;Unknown;High School;Separated; Male;25;1798;1651;true;Iphone, Others
