username;country;dateOfBirth;workclass;education;maritalStatus;sex;hours;savings;income;mortgage;others
anisot69;Italy;09/01/1979;Unknown;Bachelors;Married; Male;32;5402;1754;false;iPhone, Volkswagen
aculpan6a;Germany;01/08/1991;Public;Doctorate;Divorced; Female;24,5;9790;873;true;iPhone, Others
qfresson6b;Italy;01/09/1978;Private;Bachelors;Separated; Female;27;6331;1031;true;Samsung, Seat
cbeeho6c;Spain;07/02/1984;Public;Bachelors;Divorced; Male;31,5;5782;1698;true;Samsung, Honda
pwhoston6d;Italy;06/05/1981;Public;Bachelors;Never Married; Male;28;7758;1368;true;Iphone, Non
aonn6e;France;6/24/1989;Public;High School;Married; Female;18,5;8213;1689;false;iPhone, Honda
msinnat6f;Italy;5/27/1978;Unknown;Bachelors;Never Married; Male;38,5;6155;1818;false;Iphone, Seat
agilluley6g;Spain;2/27/1980;Unknown;High School;Divorced; Male;29;6080;1320;false;Others, Others
swelch6h;France;07/04/1988;Self Employed;Bachelors;Married; Male;32,5;39863;6088;true;iPhone, Non
eangelini6i;Italy;12/20/1987;Unknown;High School;Never Married; Female;15;7811;328;false;iPhone, Seat
scanario6j;Spain;03/10/1984;Self Employed;Masters;Separated; Male;6,5;7214;327;true;Samsung, Volkswagen
bluisetti6k;Germany;2/18/1978;Public;Bachelors;Separated; Male;33;60959;5272;false;Iphone, Others
tkonert6l;Spain;12/17/1987;Private;Bachelors;Married; Male;27,5;3901;1696;true;iPhone, Audi
gnowell6m;Germany;6/17/1986;Self Employed;Bachelors;Separated; Female;39,5;7952;1528;false;Samsung, Volkswagen
lduesberry6n;Italy;3/29/1989;Self Employed;Doctorate;Married; Female;35;5257;1836;true;iPhone, Others
awrightson6o;Germany;7/19/1978;Self Employed;Bachelors;Married; Female;30,5;8671;712;false;Others, Audi
jhenrych6p;Spain;06/06/1975;Public;Bachelors;Married; Male;30,5;7765;1166;false;Samsung, Seat
fnormavell6q;Germany;12/28/1972;Public;Bachelors;Separated; Male;29,5;9151;1131;true;iPhone, Ford
cmanilow6r;Spain;4/24/1981;Public;Bachelors;Married; Female;17;23133;4174;true;Samsung, Others
heltone6s;Spain;4/25/1978;Private;Doctorate;Married; Female;36,5;5642;1020;false;iPhone, Non
mpeizer6t;Portugal;4/20/1971;Self Employed;Bachelors;Divorced; Male;40;9447;1761;true;Samsung, Non
wbowdidge6u;Spain;1/18/1974;Public;Doctorate;Married; Male;12,5;7803;300;false;iPhone, Others
lplant6v;Spain;5/24/1972;Private;Bachelors;Married; Male;7,5;6426;396;false;iPhone, Others
lmutch6w;France;1/18/1978;Private;Bachelors;Separated; Female;31;3969;768;false;Samsung, Others
gkittredge6x;Germany;09/08/1982;Unknown;Bachelors;Divorced; Female;27;3161;1439;false;Iphone, Non
tproschke6y;Italy;10/26/1987;Public;High School;Married; Male;35;6571;825;false;iPhone, Non
kvolette6z;Germany;8/28/1977;Unknown;Bachelors;Never Married; Male;28;36307;6562;false;Iphone, Honda
caizlewood70;Italy;9/14/1981;Self Employed;Doctorate;Married; Male;37,5;7807;1689;true;Iphone, Others
ebeardsall71;Portugal;5/21/1984;Unknown;Bachelors;Divorced; Female;5,5;8458;332;true;Others, Ford
lmagner72;Portugal;03/12/1977;Private;Doctorate;Married; Male;37,5;9862;501;false;iPhone, Non
rmaidment73;France;01/04/1980;Private;High School;Married; Male;26,5;3786;950;false;iPhone, Honda
bwheelwright74;Italy;1/23/1985;Public;High School;Never Married; Male;18,5;39277;5889;true;Others, Volkswagen
mrobottom75;Spain;7/30/1976;Private;Bachelors;Married; Male;30,5;3648;591;false;Others, BMW
astrank76;Germany;02/06/1989;Self Employed;Bachelors;Married; Female;37,5;4077;1918;false;Samsung, Non
anatte77;Portugal;10/22/1974;Self Employed;Bachelors;Married; Male;9;5286;445;false;iPhone, Volkswagen
msouth78;France;04/09/1985;Self Employed;Masters;Married; Male;12,5;8558;349;true;iPhone, Others
ldeschelle79;Portugal;11/04/1970;Private;High School;Married; Female;34;23772;6012;true;Iphone, Non
sbarmby7a;Spain;01/04/1982;Private;High School;Married; Female;24,5;5544;1305;false;Iphone, Others
smartino7b;Germany;3/18/1985;Private;Masters;Married; Male;30,5;51457;4488;false;iPhone, Others
bpollins7c;Portugal;9/18/1987;Public;Bachelors;Separated; Male;27,5;3558;1357;false;iPhone, Others
tdenisco7d;Portugal;3/23/1979;Unknown;High School;Married; Male;30,5;9845;1394;true;Samsung, Honda
egrinikhinov7e;France;4/30/1987;Private;Bachelors;Divorced; Male;24,5;9105;1428;true;Samsung, Others
bconradsen7f;Italy;03/04/1979;Unknown;High School;Married; Male;37;29948;4394;true;Samsung, Others
bbasillon7g;Spain;03/03/1981;Self Employed;High School;Married; Male;33;4738;1832;false;Samsung, Others
jdixie7h;France;07/12/1979;Self Employed;Bachelors;Divorced; Male;26;7533;1297;true;iPhone, Seat
nmarushak7i;France;1/17/1979;Public;Bachelors;Married; Male;24;9053;819;true;Others, Others
lsinkinson7j;Portugal;9/27/1974;Self Employed;Bachelors;Married; Male;35;7693;625;false;iPhone, Ford
dmahoney7k;Germany;01/04/1982;Self Employed;High School;Divorced; Female;24,5;25700;6999;false;Samsung, Volkswagen
dnorthidge7l;Spain;9/13/1975;Public;High School;Married; Male;29,5;4299;681;false;iPhone, Others
ibore7m;Italy;07/05/1982;Private;High School;Separated; Male;22;6466;1693;true;Others, Ford
ngrassi7n;France;9/27/1970;Private;Masters;Never Married; Male;18,5;9544;770;true;Iphone, Seat
alamborne7o;Italy;07/08/1974;Public;High School;Married; Male;31;9162;599;false;Others, Others
bjoselevitz7p;Italy;1/28/1977;Private;Doctorate;Married; Female;38;9944;1523;true;Others, Others
nhugnet7q;Italy;05/12/1977;Unknown;Bachelors;Divorced; Female;9,5;6862;428;false;Samsung, Ford
apargetter7r;France;3/29/1986;Public;Bachelors;Married; Female;28,5;8193;1139;false;Others, BMW
fjosef7s;France;12/19/1985;Private;Bachelors;Divorced; Male;35,5;22528;5273;false;Samsung, BMW
akimmings7t;France;9/21/1990;Self Employed;High School;Married; Female;39,5;10246;1471;false;iPhone, BMW
owrought7u;Germany;7/26/1975;Private;Bachelors;Married; Male;25;8337;687;false;iPhone, Others
check7v;Germany;10/27/1986;Private;Bachelors;Divorced; Male;35,5;5647;1115;false;iPhone, Volkswagen
cgammell7w;Spain;10/18/1983;Public;High School;Married; Male;35;3035;1195;true;iPhone, Others
amarte7x;Germany;1/24/1974;Public;Bachelors;Divorced; Male;29,5;3232;537;false;iPhone, Others
gdiangelo7y;Italy;11/04/1970;Unknown;High School;Separated; Female;30,5;5166;1338;false;Iphone, Honda
karmell7z;Germany;9/28/1988;Unknown;Doctorate;Married; Female;35,5;8249;676;false;Samsung, Volkswagen
tthomasen80;Spain;12/29/1980;Private;Masters;Married; Male;18;3739;1918;false;iPhone, Others
tlowndsbrough81;Portugal;03/04/1971;Unknown;High School;Married; Female;17,5;5705;1647;true;iPhone, Others
cobrian82;Spain;03/07/1989;Self Employed;Doctorate;Married; Female;35;9293;1144;false;iPhone, Others
ceakins83;Spain;7/31/1988;Self Employed;High School;Divorced; Female;14,5;7426;329;true;Iphone, BMW
rwigan84;Germany;10/08/1985;Self Employed;Masters;Never Married; Male;33;6322;983;true;Iphone, Others
cvaggers85;Spain;04/01/1990;Private;Masters;Divorced; Male;25,5;19009;1815;false;iPhone, Audi
esivills86;Germany;4/19/1970;Public;Doctorate;Married; Female;35,5;5810;697;false;iPhone, Seat
mtower87;Germany;08/06/1970;Unknown;Bachelors;Married; Male;32;8478;874;false;iPhone, Others
cstagge88;France;11/25/1978;Public;Masters;Married; Male;30,5;66847;2137;false;iPhone, Non
jstrick89;Germany;01/10/1988;Private;High School;Separated; Female;14;3792;419;false;iPhone, Honda
mjachimiak8a;Spain;09/08/1985;Unknown;Bachelors;Separated; Male;11;6804;494;true;Iphone, Others
zmcalinden8b;Germany;8/16/1970;Unknown;Masters;Married; Male;37,5;7526;1759;true;Samsung, Non
cmacgiany8c;Germany;11/09/1978;Unknown;Bachelors;Married; Female;5;3789;326;false;iPhone, Others
wparnby8d;Germany;5/19/1989;Self Employed;Bachelors;Married; Male;32;34029;2228;false;Iphone, Non
iskupinski8e;France;7/15/1980;Unknown;High School;Never Married; Male;40;3513;638;false;iPhone, BMW
nstoyles8f;Germany;11/15/1986;Self Employed;Bachelors;Married; Male;29;26123;2992;true;Others, Others
abilles8g;Portugal;4/29/1989;Public;Bachelors;Married; Male;18;3902;1932;false;Samsung, Ford
ledmead8h;France;7/13/1985;Public;Bachelors;Never Married; Male;13;5318;404;false;Others, Seat
njanout8i;Germany;08/01/1990;Unknown;Doctorate;Married; Male;22;7067;571;false;Others, Non
tcollerd8j;Germany;03/09/1975;Unknown;Masters;Married; Male;5;6154;324;true;Iphone, Audi
vgurr8k;Portugal;2/19/1975;Unknown;High School;Divorced; Male;35;32784;3834;false;Others, Non
mgreeson8l;France;6/14/1985;Public;High School;Married; Male;24;48795;5074;false;iPhone, BMW
dlouden8m;Spain;06/06/1986;Unknown;Masters;Married; Male;19,5;47261;4984;false;Samsung, Honda
astollenbecker8n;France;7/18/1983;Public;High School;Divorced; Male;19;7174;1963;false;Others, Others
bscreen8o;Spain;06/08/1974;Self Employed;Bachelors;Married; Male;21,5;3048;801;false;Others, Seat
dbernardi8p;Germany;10/05/1990;Unknown;Bachelors;Married; Male;28,5;6479;1521;false;iPhone, Non
abasire8q;Italy;7/15/1982;Self Employed;Bachelors;Married; Female;32;3439;1253;false;Iphone, Non
komonahan8r;Italy;06/12/1978;Public;Bachelors;Never Married; Female;29,5;7870;1127;true;Samsung, Others
sdampier8s;Italy;1/19/1982;Self Employed;Bachelors;Married; Male;20;4400;1979;true;Samsung, Others
bbearward8t;Germany;5/27/1977;Public;Bachelors;Divorced; Male;17;5160;1901;true;Samsung, Others
dbrearty8u;France;7/19/1971;Unknown;Masters;Married; Male;32,5;9186;795;true;Samsung, Audi
tmityashev8v;Spain;6/17/1973;Public;Masters;Divorced; Male;22,5;11272;1174;false;Samsung, Others
ekirkpatrick8w;Germany;8/31/1988;Unknown;High School;Divorced; Male;9,5;10101;378;true;Samsung, Seat
gjochens8x;Germany;11/16/1976;Private;Bachelors;Never Married; Male;31,5;38841;6558;false;Others, BMW
fbechley8y;France;6/15/1979;Public;Bachelors;Married; Male;36,5;5671;804;true;iPhone, Non
cadamou8z;Germany;09/03/1983;Private;Bachelors;Married; Male;28;7541;1905;false;iPhone, Seat
lmatissoff90;Spain;03/06/1981;Public;Bachelors;Never Married; Male;22,5;7730;1661;false;Samsung, Audi
sbleackley91;Italy;09/09/1971;Self Employed;Bachelors;Married; Male;25,5;38120;4662;true;iPhone, Others
corteaux92;Germany;09/08/1970;Self Employed;Masters;Married; Male;30,5;5816;1921;false;iPhone, Non
kgier93;Germany;7/20/1988;Unknown;Doctorate;Never Married; Male;10;9199;316;true;Samsung, Others
mrandales94;Germany;7/18/1982;Unknown;High School;Separated; Female;32,5;9767;1235;true;iPhone, Volkswagen
jmanicom95;Spain;8/27/1980;Self Employed;Bachelors;Divorced; Male;34,5;8035;1959;false;Samsung, Audi
hseaman96;Spain;6/30/1986;Self Employed;High School;Never Married; Female;38,5;9580;750;false;iPhone, Others
nbysouth97;Italy;9/22/1974;Self Employed;Doctorate;Married; Male;30;6826;1293;false;iPhone, Others
jstatefield98;Germany;12/25/1979;Self Employed;High School;Married; Male;35,5;5181;1603;false;Samsung, Ford
aharlock99;Spain;8/22/1982;Unknown;Doctorate;Separated; Female;39,5;8551;1655;false;iPhone, Others
eupston9a;Spain;11/18/1983;Unknown;Bachelors;Married; Male;38;7611;925;false;iPhone, Ford
lnetting9b;Germany;3/16/1975;Private;Bachelors;Married; Male;28,5;4836;1417;false;iPhone, Non
cpomfrey9c;Germany;04/02/1971;Self Employed;Bachelors;Married; Male;28,5;8157;1053;true;iPhone, Audi
timms9d;Portugal;2/19/1988;Self Employed;Masters;Married; Male;29;9491;603;true;iPhone, Others
eeallis9e;Portugal;6/20/1982;Public;Bachelors;Never Married; Male;8;4194;335;false;Samsung, Honda
pricioppo9f;Portugal;4/22/1990;Public;Bachelors;Married; Female;16;4098;333;false;iPhone, Ford
rpetrowsky9g;Portugal;4/25/1979;Self Employed;Bachelors;Married; Female;27;70981;4106;true;iPhone, BMW
lbeagan9h;Portugal;02/02/1977;Public;Bachelors;Divorced; Male;34,5;36480;3387;true;iPhone, Non
cconnah9i;France;10/31/1986;Public;Bachelors;Never Married; Male;25,5;33795;6665;false;iPhone, Others
slighterness9j;Spain;5/23/1985;Public;High School;Never Married; Male;19;6274;1579;false;iPhone, Seat
mabatelli9k;Portugal;11/05/1981;Public;Bachelors;Never Married; Male;25,5;4239;1859;true;Others, BMW
jewles9l;Italy;6/24/1972;Self Employed;Bachelors;Never Married; Male;23,5;30491;4164;true;Others, Audi
dstilling9m;Germany;08/11/1971;Public;Bachelors;Divorced; Male;27;6175;1266;false;Samsung, Volkswagen
tpeddel9n;France;7/22/1973;Unknown;High School;Married; Female;35;8145;969;false;Samsung, Non
oallom9o;Germany;4/24/1970;Private;Doctorate;Married; Male;19;8076;1247;false;iPhone, Audi
gfawcitt9p;Italy;07/01/1990;Self Employed;High School;Married; Female;34;11260;1378;false;iPhone, Seat
kbourgaize9q;Portugal;10/02/1975;Private;Bachelors;Separated; Female;35,5;7592;1759;false;Iphone, Non
ttwigge9r;Germany;09/05/1985;Self Employed;Bachelors;Divorced; Male;16,5;9698;1425;false;iPhone, Others
wpattle9s;Spain;1/21/1983;Self Employed;Bachelors;Married; Male;17;5215;430;false;iPhone, Others
aventon9t;Italy;07/09/1975;Public;Masters;Separated; Female;37,5;9340;1338;false;Samsung, Ford
mbreit9u;Portugal;06/12/1973;Private;Bachelors;Married; Male;26;21968;2079;false;Iphone, Others
hranscomb9v;Italy;3/24/1987;Self Employed;High School;Separated; Male;36,5;8837;1422;false;iPhone, Others
ykleinert9w;Germany;1/15/1981;Self Employed;High School;Married; Female;20,5;6472;1946;false;iPhone, Audi
mklimkovich9x;Germany;3/23/1986;Private;Bachelors;Married; Male;17,5;8258;565;false;iPhone, Others
cgoodlad9y;Spain;12/21/1978;Private;Bachelors;Married; Female;34,5;8239;871;false;iPhone, Others
dduckels9z;Portugal;01/08/1986;Unknown;Masters;Separated; Male;8,5;6777;422;true;Samsung, Honda
rcluderaya0;Spain;7/27/1981;Unknown;Bachelors;Married; Female;22;3036;1922;false;Samsung, Volkswagen
cbrownseya1;Spain;6/14/1971;Unknown;High School;Married; Male;27,5;9941;1425;true;iPhone, BMW
tstuckea2;Spain;12/15/1984;Private;High School;Married; Male;24,5;9961;889;false;Samsung, Volkswagen
kgenna3;Portugal;6/17/1973;Private;High School;Married; Male;35,5;4261;902;true;Iphone, Others
adambrogioa4;France;5/20/1982;Unknown;Bachelors;Married; Male;9,5;3619;435;false;iPhone, Others
ahorneya5;Spain;10/04/1987;Private;Doctorate;Married; Male;28;6249;1016;true;iPhone, Honda
bgunnya6;Italy;12/08/1986;Private;Bachelors;Divorced; Female;17;95323;3258;false;iPhone, Others
mbruffa7;Portugal;3/28/1972;Public;Bachelors;Married; Male;37;7216;1854;false;Others, Others
ralcocka8;Portugal;03/08/1990;Public;Bachelors;Married; Female;38,5;4886;792;false;Iphone, Others
sstanbroa9;Portugal;08/03/1980;Unknown;Doctorate;Married; Female;31;3463;667;false;iPhone, Others
kdanilovicaa;France;02/08/1988;Unknown;High School;Married; Male;22;21333;6131;true;Iphone, Volkswagen
kpaulettoab;Portugal;3/25/1978;Public;Doctorate;Married; Male;26;4541;1530;false;Samsung, Seat
lclaeskensac;Germany;9/27/1984;Self Employed;Masters;Married; Male;31;23299;5659;false;iPhone, Ford
mbrideauad;Spain;01/01/1991;Unknown;Masters;Never Married; Male;9;5223;369;false;iPhone, Others
ggotchae;France;2/24/1971;Self Employed;Bachelors;Never Married; Female;26;6108;1905;true;Others, Honda
agowdyaf;Spain;9/28/1972;Private;Masters;Married; Male;22;4175;1270;true;iPhone, Audi
lclercag;France;02/10/1976;Self Employed;Bachelors;Divorced; Male;20;9744;1667;false;Samsung, Others
rfarryannah;Spain;06/03/1981;Private;High School;Divorced; Female;25;5702;1950;false;iPhone, Others
soflahertyai;Spain;02/08/1990;Public;Bachelors;Married; Male;35,5;4089;745;true;iPhone, Ford
hkimblinaj;Germany;12/18/1978;Unknown;High School;Married; Male;39,5;6340;1438;true;iPhone, BMW
kwerrettak;Germany;5/20/1987;Unknown;High School;Divorced; Female;32,5;7269;776;false;Others, Honda
bnormantal;Portugal;7/24/1986;Public;Bachelors;Never Married; Male;19;4765;1703;true;Iphone, Audi
gfilanam;Spain;10/17/1988;Public;Doctorate;Separated; Male;15,5;8096;451;true;iPhone, Others
jtattersdillan;Portugal;5/29/1986;Self Employed;High School;Married; Male;22,5;13357;1644;true;Samsung, Others
jwestwickao;Germany;11/09/1986;Private;Bachelors;Married; Female;37;6923;1139;true;iPhone, BMW
lstathorap;Germany;09/09/1972;Self Employed;High School;Separated; Male;22;8087;1169;true;iPhone, Others
gpendrickaq;Spain;06/05/1977;Self Employed;Bachelors;Married; Male;24;7008;623;false;Samsung, Non
rbuglassar;Spain;12/20/1974;Public;Masters;Separated; Male;17;4210;327;false;Iphone, Ford
mekkelas;Germany;6/26/1982;Private;Doctorate;Married; Male;18;4765;1445;true;iPhone, Others
vroslenat;Portugal;8/21/1974;Public;Bachelors;Never Married; Male;23;3844;1349;true;Samsung, Non
sbuxsyau;Germany;01/12/1988;Private;Masters;Divorced; Male;23;26894;3407;false;Samsung, Others
pheadinghamav;Spain;5/20/1989;Unknown;Bachelors;Married; Male;25,5;5692;733;false;Others, Honda
amckibbinaw;Spain;11/30/1983;Unknown;Bachelors;Married; Male;26;3377;932;true;Iphone, Audi
sorielax;Germany;6/16/1984;Public;High School;Separated; Male;24;39045;2177;false;iPhone, Seat
bbendigay;Italy;12/06/1988;Unknown;Doctorate;Married; Female;28,5;6420;609;false;Others, Ford
csawdonaz;Spain;03/09/1983;Public;Bachelors;Never Married; Female;37,5;7377;1521;false;iPhone, Others
mcreesb0;Portugal;8/28/1987;Unknown;Bachelors;Married; Male;20,5;88009;4364;true;Others, Non
jlanchburyb1;Spain;9/22/1970;Public;Bachelors;Never Married; Male;30;9528;1385;false;Others, Volkswagen
rwhitehairb2;Germany;10/27/1990;Unknown;Doctorate;Married; Male;33;26965;6196;false;iPhone, Non
cmurtimerb3;Germany;10/30/1973;Self Employed;Bachelors;Separated; Male;28;3774;1468;true;Iphone, Honda
amolohanb4;Spain;02/11/1984;Unknown;High School;Never Married; Male;17;14072;1020;true;Iphone, BMW
ssargisonb5;France;03/03/1985;Self Employed;Bachelors;Married; Female;18;32532;6483;false;Others, Others
omcnalleyb6;France;12/01/1990;Unknown;Bachelors;Married; Male;29;9594;1800;true;iPhone, Others
respinalb7;Germany;1/27/1986;Private;Doctorate;Married; Male;16,5;8704;1826;true;iPhone, Non
evolageb8;Portugal;05/10/1981;Private;Masters;Never Married; Male;36,5;38485;4515;true;Others, Others
nhowroydb9;France;10/08/1981;Private;Bachelors;Married; Male;25;4224;1388;false;Others, Others
mtessingtonba;France;8/15/1972;Private;Bachelors;Separated; Male;37,5;19521;1828;false;iPhone, Honda
klecornubb;France;10/10/1986;Self Employed;Doctorate;Married; Male;27;59075;3981;false;Samsung, Volkswagen
aoakerbc;Germany;04/11/1990;Self Employed;High School;Married; Male;27;92716;5343;false;Samsung, Ford
cparkinbd;Italy;9/22/1978;Private;Masters;Never Married; Male;36,5;3438;556;false;Samsung, Others
mfulhambe;Germany;12/12/1981;Public;Bachelors;Divorced; Male;13,5;3232;388;true;iPhone, Others
kbearnebf;Spain;1/31/1972;Unknown;Bachelors;Married; Male;24;9889;926;false;Samsung, Others
gcottambg;Italy;10/23/1990;Self Employed;High School;Divorced; Female;16,5;6044;826;true;Samsung, BMW
abamletbh;Italy;12/22/1975;Private;High School;Married; Male;21;5163;1450;true;iPhone, Others
crecordsbi;Spain;01/10/1985;Public;Bachelors;Married; Male;23,5;4032;1071;true;Samsung, Others
bburtbj;Germany;2/16/1971;Unknown;Bachelors;Married; Male;35,5;5599;778;true;Others, Ford
tsomersetbk;France;9/19/1985;Public;High School;Married; Male;16,5;15678;383;false;Samsung, Seat
